PGM_SYS_ID,ENF_TYPE_DESC,PENALTY_AMOUNT,SETTLEMENT_ENTERED_DATE
TN0000004716300003,Administrative Order,9333,02/19/2010
TX0000004800300010,Administrative Order,3125,08/05/2012
TX0000004800300014,Administrative Order,1875,07/13/2002
TX0000004800500002,Administrative Order,45087,08/28/2004
TX0000004800500003,Administrative Order,17000,01/08/2001
TX0000004808100001,Administrative Order,21264,09/30/2013
TX0000004808500002,Administrative Order,9000,08/31/2000
TX0000004808500015,Administrative Order,2425,03/06/2006
TX0000004817900017,Administrative Order,4500,11/02/2002
TX0000004817900017,Administrative Order,4600,08/29/2003
TX0000004817900034,Administrative Order,2516,10/20/2001
TX0000004820100065,Administrative Order,48715,11/18/2011
TX0000004820100065,Administrative Order,26880,12/19/2011
TX0000004820100075,Administrative Order,67500,04/13/2003
TX0000004821100003,Administrative Order,2516,10/20/2001
TX0000004821100030,Administrative Order,2516,10/20/2001
TX0000004821300007,Administrative Order,3850,03/23/2009
TX0000004821500015,Administrative Order,2500,02/11/2002
TX0000004837100020,Administrative Order,6750,07/24/1998
TX0000004837100035,Administrative Order,7500,07/13/2002
SC00005600196,Administrative Order,15000,04/02/2010
SC00012000034,Administrative Order,3500,12/06/1999
SC00015200077,Administrative Order,60000,12/20/2011
SC00015200078,Administrative Order,20800,04/17/2001
SC00020600344,Administrative Order,5000,03/29/2007
SC00020600353,Administrative Order,15000,07/29/2004
TN0000004709900085,Administrative Order,250,02/05/2014
TN0000004710500079,Administrative Order,22500,07/27/2005
TN0000004710500090,Administrative Order,1000,08/22/2013
TN0000004716300003,Administrative Order,3000,07/17/2012
TN0000004716300003,Administrative Order,3093,12/10/2012
TX0000004800500034,Administrative Order,510,04/29/2005
TX0000004801300003,Administrative Order,2250,01/07/2002
TX0000004808500061,Administrative Order,30000,01/07/2002
TX0000004808500201,Administrative Order,12065,05/22/2008
TX0000004809100015,Administrative Order,10100,02/11/2002
TX0000004817900042,Administrative Order,2500,08/22/2002
TX0000004817900042,Administrative Order,12495,12/22/2006
TX0000004817900042,Administrative Order,19944,02/22/2010
TX0000004817900044,Administrative Order,1500,08/20/2005
TX0000004818300092,Administrative Order,10250,01/30/2009
TX0000004820100075,Administrative Order,64000,08/09/2010
TX0000004820100075,Administrative Order,10000,05/08/2011
TX0000004821500084,Administrative Order,5450,03/12/2009
TX0000004821500084,Administrative Order,5600,02/22/2010
TX0000004821500085,Administrative Order,22000,01/28/2002
TX0000004821500688,Administrative Order,3600,11/22/2012
TX0000004822100007,Administrative Order,52690,12/30/2005
TX0000004824500037,Administrative Order,749910,07/20/2009
TX0000004833100001,Administrative Order,19655,01/28/2010
TX0000004838100011,Administrative Order,7500,10/03/2002
UT0000004901100013,Administrative Order,224000,01/31/2001
SC00015600087,Administrative Order,225000,10/11/2002
SC00099000023,Administrative Order,1800,09/08/1997
SC00099000091,Administrative Order,5000,10/01/2001
TN0000004703500120,Administrative Order,500,07/14/2014
TN0000004703900006,Administrative Order,600,07/28/1988
TN0000004704300066,Administrative Order,2000,11/10/2005
TN0000004710500099,Administrative Order,40000,09/01/2009
TN0000004710500112,Administrative Order,3000,06/07/2004
TN0000004710500117,Administrative Order,1000,07/01/2013
TN0000004710500117,Administrative Order,500,08/08/2014
TN0000004716300021,Administrative Order,4500,05/04/2001
TN0000004716300038,Administrative Order,12000,03/25/2003
TN0000004716300038,Administrative Order,45000,09/20/2004
TX0000004802700030,Administrative Order,2500,01/12/2001
TX0000004802900063,Administrative Order,24000,06/08/2012
TX0000004802900068,Administrative Order,87850,04/21/2001
TX0000004820100094,Administrative Order,5650,04/14/2008
TX0000004820100106,Administrative Order,10884,09/30/2013
TX0000004820100117,Administrative Order,1980,09/26/2013
TX0000004820100124,Administrative Order,10000,09/26/2010
TX0000004820100124,Administrative Order,4841,03/21/2013
TX0000004822700003,Administrative Order,10000,08/27/2011
TX0000004822700003,Administrative Order,13563,11/11/2012
TX0000004822700016,Administrative Order,1875,05/23/2002
TX0000004822700035,Administrative Order,2516,10/20/2001
TX0000004824500053,Administrative Order,10000,05/08/2011
TX0000004833900062,Administrative Order,5000,12/30/1998
TX0000004834100026,Administrative Order,16840,10/27/2012
TX0000004838300003,Administrative Order,11310,02/05/2012
TX0000004838300003,Administrative Order,62785,11/11/2013
UT0000004901100055,Administrative Order,240,08/29/2003
UT0000004901300006,Administrative Order,6500,03/10/2000
UT0000004901300039,Administrative Order,6500,03/10/2000
SC00006000016,Administrative Order,12000,03/24/2005
SC00012000149,Administrative Order,84647,04/01/2009
SC00012000179,Administrative Order,13125,12/30/2003
SC00015600113,Administrative Order,111500,09/15/2003
TN0000004704300072,Administrative Order,1000,06/11/2010
TN0000004704300176,Administrative Order,3466,02/05/2014
TN0000004704900008,Administrative Order,1000,12/12/2001
TN0000004710700176,Administrative Order,6000,12/14/2009
TN0000004716300256,Administrative Order,70663,12/28/2011
TN0000004716300315,Administrative Order,250,07/30/2013
TX0000004802900196,Administrative Order,62595,07/14/2006
TX0000004802900197,Administrative Order,2050,04/08/2012
TX0000004802900624,Administrative Order,2813,03/03/2013
TX0000004803500001,Administrative Order,1925,11/26/2004
TX0000004810500006,Administrative Order,40230,01/27/2012
TX0000004810500015,Administrative Order,3125,04/18/2011
TX0000004819500017,Administrative Order,2516,10/20/2001
TX0000004819500020,Administrative Order,4590,07/03/2003
TX0000004819900003,Administrative Order,4725,12/09/2013
TX0000004820100183,Administrative Order,8800,05/25/2007
TX0000004823300001,Administrative Order,6450,08/20/2005
TX0000004823300002,Administrative Order,24072,11/06/2008
TX0000004834100031,Administrative Order,245227,08/09/2010
TX0000004834100031,Administrative Order,60433,06/20/2011
TX0000004839100032,Administrative Order,1875,04/21/2001
TX0000004840900005,Administrative Order,6300,12/21/2003
UT0000004902300015,Administrative Order,6400,06/11/2013
SC00006000052,Administrative Order,12000,06/01/2010
SC00006000055,Administrative Order,11000,09/29/1998
SC00006000060,Administrative Order,4500,06/09/2003
SC00012000232,Administrative Order,5000,10/28/2002
SC00016600029,Administrative Order,6000,06/04/2003
SC00021400038,Administrative Order,2500,01/29/2001
SC00021400097,Administrative Order,5000,12/09/2002
TN0000004704900014,Administrative Order,1000,01/29/2002
TN0000004705100103,Administrative Order,500,03/18/2014
TN0000004705300100,Administrative Order,8000,09/19/2011
TN0000004711300292,Administrative Order,8250,08/08/2014
TN0000004711500043,Administrative Order,250,03/04/2014
TN0000004717100042,Administrative Order,500,07/08/2013
TX0000004803900009,Administrative Order,113629,06/08/2012
TX0000004803900009,Administrative Order,175389,03/06/2014
TX0000004811300074,Administrative Order,2500,02/26/2000
TX0000004820100006,Administrative Order,279125,06/20/2011
TX0000004823300015,Administrative Order,189658,11/19/2007
TX0000004823300015,Administrative Order,47084,09/26/2010
TX0000004824500082,Administrative Order,70382,02/05/2011
TX0000004824500082,Administrative Order,10000,08/27/2011
TX0000004834700027,Administrative Order,16800,11/27/2009
TX0000004834900027,Administrative Order,6000,07/03/2008
TX0000004834900028,Administrative Order,1875,05/10/2002
TX0000004840900039,Administrative Order,3125,12/12/2002
TX0000004841300001,Administrative Order,2516,10/20/2001
TX0000004841500002,Administrative Order,2500,09/22/2001
UT0000004902900001,Administrative Order,5262,03/20/2006
SC00012000260,Administrative Order,3000,04/15/2005
SC00012000317,Administrative Order,11000,01/16/2003
SC00016800043,Administrative Order,4000,01/08/2014
SC00021400098,Administrative Order,3500,08/17/2001
TN0000004705500010,Administrative Order,13000,05/05/2004
TN0000004717700001,Administrative Order,500,05/26/2000
TN0000004717700001,Administrative Order,1750,04/30/2014
TX0000004803900010,Administrative Order,25662,05/25/2007
TX0000004803900010,Administrative Order,26225,06/19/2008
TX0000004803900010,Administrative Order,10000,03/03/2012
TX0000004811300737,Administrative Order,5025,02/16/2014
TX0000004811300748,Administrative Order,2500,06/04/2000
TX0000004811300792,Administrative Order,2525,11/06/2005
TX0000004811300826,Administrative Order,2500,08/26/2000
TX0000004811300840,Administrative Order,4600,03/03/2005
TX0000004811300853,Administrative Order,3000,06/09/2005
TX0000004820100008,Administrative Order,8525,04/03/2008
TX0000004820100008,Administrative Order,25375,08/21/2010
TX0000004820100307,Administrative Order,9300,04/05/2009
TX0000004820100320,Administrative Order,4450,02/08/2009
TX0000004820100322,Administrative Order,1975,10/10/2003
TX0000004823300015,Administrative Order,7500,11/16/2013
TX0000004823300035,Administrative Order,2516,10/20/2001
TX0000004824500082,Administrative Order,28350,02/20/2011
TX0000004824500082,Administrative Order,19689,12/19/2013
TX0000004824500082,Administrative Order,46450,04/23/2012
TX0000004835500002,Administrative Order,191800,02/11/2002
TX0000004842300001,Administrative Order,329772,05/12/2006
TX0000004842300001,Administrative Order,14001,02/22/2014
UT0000004903500030,Administrative Order,5600,08/14/2003
UT0000004903500063,Administrative Order,2500,12/10/2001
SC00099000049,Administrative Order,4000,02/10/2003
SC00099000454,Administrative Order,6000,03/08/2010
SC00024400027,Administrative Order,15000,04/11/2003
SC00024400078,Administrative Order,9500,12/28/2004
TN0000004705900001,Administrative Order,4000,06/26/2009
TN0000004711900192,Administrative Order,1500,02/12/2013
TN0000004712300090,Administrative Order,3000,08/03/2011
TN0000004712300100,Administrative Order,250,10/02/2013
TN0000004712300107,Administrative Order,2500,09/10/2003
TN0000004717700110,Administrative Order,3050,04/30/2007
TN0000004717700162,Administrative Order,500,06/16/2014
TN0000004717900046,Administrative Order,6500,11/01/2006
TX0000004803900010,Administrative Order,13125,06/03/2013
TX0000004803900012,Administrative Order,1800,07/01/1998
TX0000004803900012,Administrative Order,18725,05/25/2007
TX0000004803900012,Administrative Order,2475,02/25/2008
TX0000004803900014,Administrative Order,4450,04/26/2007
TX0000004803900014,Administrative Order,5225,08/31/2007
TX0000004803900014,Administrative Order,17400,11/17/2008
TX0000004803900014,Administrative Order,40000,04/11/2010
TX0000004812100285,Administrative Order,3750,08/31/1999
TX0000004813300033,Administrative Order,7875,07/15/2005
TX0000004813300033,Administrative Order,8875,02/07/2010
TX0000004820100008,Administrative Order,10000,10/02/2011
TX0000004820100014,Administrative Order,3525,06/26/2006
TX0000004820100014,Administrative Order,20000,11/03/2006
TX0000004820100359,Administrative Order,2550,05/25/2007
TX0000004820100372,Administrative Order,55328,05/11/2007
TX0000004820100381,Administrative Order,21128,10/18/2009
TX0000004824100025,Administrative Order,2516,10/20/2001
TX0000004835500004,Administrative Order,6401,11/16/2013
UT0000004903500240,Administrative Order,586000,01/07/2001
SC00006800046,Administrative Order,200000,06/17/2008
SC00007400005,Administrative Order,2000,11/09/2004
SC00012400046,Administrative Order,5000,09/24/2012
SC00018600036,Administrative Order,30000,06/30/2004
SC00024400096,Administrative Order,18000,05/05/2003
SC00024400103,Administrative Order,8000,11/18/2002
SC00024400103,Administrative Order,18000,04/20/2007
SC00099000033,Administrative Order,5000,02/10/2003
TN0000004705900176,Administrative Order,27000,04/21/2011
TN0000004712300124,Administrative Order,2000,06/26/2009
TN0000004712500135,Administrative Order,9000,03/31/2010
TN0000004712500135,Administrative Order,500,12/05/2013
TN0000004717900282,Administrative Order,250,09/12/2013
TN0000004717900384,Administrative Order,1250,10/23/2013
TX0000004803900017,Administrative Order,250000,09/12/2013
TX0000004813500022,Administrative Order,42014,04/14/2008
TX0000004820100014,Administrative Order,12100,06/08/2012
TX0000004820100014,Administrative Order,13300,02/18/2012
TX0000004820100018,Administrative Order,19800,08/28/2006
TX0000004820100477,Administrative Order,10000,05/25/2007
TX0000004824500003,Administrative Order,26448,02/22/2010
TX0000004824500003,Administrative Order,8375,06/20/2011
TX0000004824500136,Administrative Order,31600,03/12/2009
TX0000004824500160,Administrative Order,5000,01/31/2000
TX0000004835500018,Administrative Order,5382,11/17/2008
TX0000004843500016,Administrative Order,2516,10/20/2001
TX0000004843500019,Administrative Order,10350,07/21/2003
SC00008200012,Administrative Order,8000,11/25/2008
SC00012800018,Administrative Order,6500,12/11/2002
SC00018600065,Administrative Order,3000,12/19/2005
SC00018600077,Administrative Order,6000,05/08/2009
SD0000004609900002,Administrative Order,65874,03/15/2001
TN0000004705900190,Administrative Order,1500,02/29/2008
TN0000004706300013,Administrative Order,2000,09/20/2004
TN0000004706300017,Administrative Order,6000,09/12/2003
TN0000004706300078,Administrative Order,500,03/04/2014
TN0000004712900049,Administrative Order,67500,02/06/2006
TN0000004718500054,Administrative Order,500,01/23/2014
TN0000004718700006,Administrative Order,5000,01/07/2002
TX0000004803900041,Administrative Order,2500,12/14/1998
TX0000004803900041,Administrative Order,75920,08/07/2005
TX0000004803900041,Administrative Order,166465,07/09/2009
TX0000004820100027,Administrative Order,6675,06/15/2006
TX0000004820100496,Administrative Order,9880,07/22/2006
TX0000004820100653,Administrative Order,12425,03/08/2010
TX0000004820100653,Administrative Order,24850,03/08/2010
TX0000004824500004,Administrative Order,54688,12/04/2008
TX0000004824500004,Administrative Order,46213,02/22/2009
TX0000004824500004,Administrative Order,30500,08/25/2014
TX0000004824500162,Administrative Order,134850,12/21/2003
TX0000004824500162,Administrative Order,7400,02/20/2006
TX0000004824500162,Administrative Order,20278,03/08/2010
TX0000004843901705,Administrative Order,2550,11/24/2005
SC00008800029,Administrative Order,2000,06/15/1995
SC00012800021,Administrative Order,55000,05/26/1998
SC00018800062,Administrative Order,6000,01/03/2006
SD0000004613500003,Administrative Order,86000,12/22/1998
TN0000004706300288,Administrative Order,1000,10/23/2013
TN0000004713100116,Administrative Order,500,04/21/2003
TN0000004713300056,Administrative Order,1000,01/23/2008
TN0000004718900002,Administrative Order,3500,12/12/2005
TN0000004718900151,Administrative Order,250,03/05/2014
TX0000004803900048,Administrative Order,7900,03/19/2007
TX0000004814100004,Administrative Order,51250,01/08/2001
TX0000004814100005,Administrative Order,2250,10/28/1999
TX0000004814100050,Administrative Order,19331,10/31/2009
TX0000004814100078,Administrative Order,2500,02/12/2000
TX0000004820100027,Administrative Order,10000,02/25/2008
TX0000004820100027,Administrative Order,111750,06/04/2010
TX0000004820100028,Administrative Order,6250,06/19/2008
TX0000004820100882,Administrative Order,10000,06/18/2010
